"code";"Voiture_Pontchaillou_min";"Voiture_Pontchaillou_km";"Voiture_HopitalSud_min";"Voiture_HopitalSud_km";"nom";"communes_etudiees";"longitude";"latitude";"Voiture_min";"Voiture_km";"Velo_Pontchaillou_km";"Velo_HopitalSud_km";"Velo_Pontchaillou_min";"Velo_HopitalSud_min";"Bus_Pontchaillou";"Bus_HopitalSud"
"91";"22305";25.8;41.8;32.7;49;"Saint-Jouan-de-l'Isle";TRUE;-2.17885533798605;48.2663055840971;29.25;45.4;39.5173093284806;43.864382017329;NA;NA;NA;NA
"92";"22306";32.1;42.7;38;50.5;"Saint-Judoce";TRUE;-1.95368561778195;48.3623224343816;35.05;46.6;33.1812439458982;38.0584256456725;NA;NA;NA;NA
"93";"22307";NA;650.3;NA;641.4;"Saint-Julien";TRUE;-2.8178917126906;48.4469500020414;333.2;645.85;90.9334726446881;95.222680711896;NA;NA;NA;NA
"94";"22308";35;44.1;41.9;51.4;"Saint-Juvat";TRUE;-2.05601707511057;48.3616130337061;38.45;47.75;38.0313511425198;42.8687226203153;NA;NA;NA;NA
"95";"22327";41.4;56.8;45.5;63.9;"Saint-Samson-sur-Rance";TRUE;-2.01859855015434;48.4920758584525;43.45;60.35;47.9202618161004;52.7673982058792;NA;NA;NA;NA
"96";"22333";44.7;67.6;49.9;74.2;"Saint-Vran";TRUE;-2.4574574656407;48.2432941734388;47.3;70.9;58.3382801858229;62.193373132892;NA;NA;NA;NA
"97";"22337";38.7;63.1;45.2;69.9;"Sévignac";TRUE;-2.31997149527064;48.3322530765799;41.95;66.5;52.1242915815477;56.5516981731005;NA;NA;NA;NA
"98";"22341";39.9;66;46.4;72.9;"Tramain";TRUE;-2.38832713482474;48.3998524522389;43.15;69.45;60.1941534518794;64.7514167502166;NA;NA;NA;NA
"99";"22371";33.5;51.1;38.7;57.7;"Trémorel";TRUE;-2.30236807886737;48.191378780418;36.1;54.4;45.8845274310872;49.5699929570567;NA;NA;NA;NA
"100";"22380";41.7;58;47.3;64.9;"Trévron";TRUE;-2.06705664268003;48.387913474535;44.5;61.45;40.7047223282083;45.56084377597;NA;NA;NA;NA
"101";"22385";36.6;52.6;40.7;59.7;"Vicomté-sur-Rance";TRUE;-1.98435622743173;48.4876005386926;38.65;56.15;46.2594159607704;51.0807885980835;NA;NA;NA;NA
"102";"22387";NA;159;NA;165.9;"Vieux-Marché";TRUE;-3.43765748931063;48.6141433649816;98.75;162.45;140.318921962758;144.585168559252;NA;NA;NA;NA
"103";"22388";46.7;64.5;51.9;71;"Vildé-Guingalan";TRUE;-2.14921684058859;48.4363834613473;49.3;67.75;48.7963860094343;53.6442732661216;NA;NA;NA;NA
"104";"22389";54.1;89.9;59.2;96.5;"Yffiniac";TRUE;-2.68143696267375;48.4674633500602;56.65;93.2;82.7907223272193;87.2377476017545;NA;NA;NA;NA
"105";"25056";NA;723.4;NA;713.7;"Besançon";TRUE;6.0194391811122;47.2557993540875;358.3;718.55;586.37056504757;583.03066124719;NA;NA;NA;NA
"106";"25364";NA;735.9;NA;726.2;"Mamirolle";TRUE;6.16136047869827;47.1986312275867;363.2;731.05;598.225127844629;594.861674880572;NA;NA;NA;NA
"107";"25418";NA;736.4;NA;726.8;"Nancray";TRUE;6.17701462694276;47.2502355850422;364.9;731.6;598.150734719903;594.822117209659;NA;NA;NA;NA
