FE.ADEME.ID;FE.BDD;FE.VAL;FE.UNITE;FE.Incertitude;FE.LIB1;FE.LIB2;FE.LIB3;FE.LIB4;FE.LIB5;FE.CAT1;FE.CAT2;FE.CAT3;FE.CAT4;FE.CAT5;FE.DATE-CREA;FE.DATE-MODIF;FE.DATE-VALID;FE.TYPE
39993;Base Carbone V23.7;3,66;kgCO2e/kg de poids net;1;Agribalyse,Endive au jambon,plats composés;Endive au jambon;;;France continentale;Achats de biens;Produits agro-alimentaires, plats préparés et boissons;Entrées et plats composés;Plats composés;;16/03/2023;21/07/2025;24/02/2026;QTE
45025;Base Carbone V23.7;3,89;kgCO2e/kg de poids net;1;;Endive au jambon;;;France continentale;Achats de biens;Produits agro-alimentaires, plats préparés et boissons;Entrées et plats composés;Plats composés;;21/07/2025;21/07/2025;Année 2026;QTE
42094;Base Carbone V23.7;0,383;kgCO2e/kg;1;Agribalyse,Endive conventionnelle;Endive conventionnelle;moyenne nationale;à la ferme/FR U;France continentale;Achats de biens;Produits de l'agriculture et de la pêche;Produits végétaux;Légumes, racines et tubercules;;16/03/2023;16/03/2023;24/02/2026;QTE
42095;Base Carbone V23.7;0,395;kgCO2e/kg;1;Agribalyse,Endive conventionnelle;Endive conventionnelle;précoce;à la ferme/FR U;France continentale;Achats de biens;Produits de l'agriculture et de la pêche;Produits végétaux;Légumes, racines et tubercules;;16/03/2023;16/03/2023;24/02/2026;QTE
42096;Base Carbone V23.7;0,35;kgCO2e/kg;1;Agribalyse,Endive conventionnelle;Endive conventionnelle;saison;à la ferme/FR U;France continentale;Achats de biens;Produits de l'agriculture et de la pêche;Produits végétaux;Légumes, racines et tubercules;;16/03/2023;16/03/2023;24/02/2026;QTE
42097;Base Carbone V23.7;0,411;kgCO2e/kg;1;Agribalyse,Endive conventionnelle;Endive conventionnelle;tardive;à la ferme/FR U;France continentale;Achats de biens;Produits de l'agriculture et de la pêche;Produits végétaux;Légumes, racines et tubercules;;16/03/2023;16/03/2023;24/02/2026;QTE
20869;Base Carbone V23.7;3064;kgCO2e/tonne de N;0,3;engrais,fertilisant;Engrais;azoté moyen;;Europe;Achats de biens;Plastiques et produits chimiques;Produits chimiques;Engrais, phytosanitaires...;Engrais et composés azotés;05/11/2014;28/03/2022;déc-18;QTE
34926;Base Carbone V23.7;4285;kgCO2e/tonne de N;0,3;engrais,fertilisant;Engrais;azoté moyen;;Europe;Achats de biens;Plastiques et produits chimiques;Produits chimiques;Engrais, phytosanitaires...;Engrais et composés azotés;28/03/2022;28/03/2022;janv-25;QTE
20867;Base Carbone V23.7;449;kgCO2e/tonne de K2O;0,3;engrais,fertilisant;Engrais;binaire NK;part K2O;Europe;Achats de biens;Plastiques et produits chimiques;Produits chimiques;Engrais, phytosanitaires...;Engrais et composés azotés;05/11/2014;05/11/2014;déc-18;QTE
20866;Base Carbone V23.7;2967;kgCO2e/tonne de N;0,3;engrais,fertilisant;Engrais;binaire NK;part N;Europe;Achats de biens;Plastiques et produits chimiques;Produits chimiques;Engrais, phytosanitaires...;Engrais et composés azotés;05/11/2014;05/11/2014;déc-18;QTE
20868;Base Carbone V23.7;4301;kgCO2e/tonne de N;0,3;engrais,fertilisant;Engrais;binaire NP;;Europe;Achats de biens;Plastiques et produits chimiques;Produits chimiques;Engrais, phytosanitaires...;Engrais et composés azotés;05/11/2014;05/11/2014;déc-18;QTE
20865;Base Carbone V23.7;449;kgCO2e/tonne de K2O;0,3;engrais,fertilisant;Engrais;binaire PK;part K2O;Europe;Achats de biens;Plastiques et produits chimiques;Produits chimiques;Engrais, phytosanitaires...;Engrais et composés azotés;05/11/2014;05/11/2014;déc-18;QTE
20864;Base Carbone V23.7;579;kgCO2e/tonne de P2O5;0,3;engrais,fertilisant;Engrais;binaire PK;part P2O5;Europe;Achats de biens;Plastiques et produits chimiques;Produits chimiques;Engrais, phytosanitaires...;Engrais et composés azotés;05/11/2014;05/11/2014;déc-18;QTE
20870;Base Carbone V23.7;633;kgCO2e/tonne de P2O5;0,3;engrais,fertilisant;Engrais;phosphaté moyen;;Europe;Achats de biens;Plastiques et produits chimiques;Produits chimiques;Engrais, phytosanitaires...;Engrais et composés azotés;05/11/2014;28/03/2022;déc-18;QTE
34927;Base Carbone V23.7;1350;kgCO2e/tonne de P2O5;0,3;engrais,fertilisant;Engrais;phosphaté moyen;;Europe;Achats de biens;Plastiques et produits chimiques;Produits chimiques;Engrais, phytosanitaires...;Engrais et composés azotés;28/03/2022;28/03/2022;janv-25;QTE
20871;Base Carbone V23.7;534;kgCO2e/tonne de K2O;0,3;engrais,fertilisant;Engrais;potassique moyen;;Europe;Achats de biens;Plastiques et produits chimiques;Produits chimiques;Engrais, phytosanitaires...;Engrais et composés azotés;05/11/2014;28/03/2022;déc-18;QTE
34928;Base Carbone V23.7;678;kgCO2e/tonne de K2O;0,3;engrais,fertilisant;Engrais;potassique moyen;;Europe;Achats de biens;Plastiques et produits chimiques;Produits chimiques;Engrais, phytosanitaires...;Engrais et composés azotés;28/03/2022;28/03/2022;janv-25;QTE
20863;Base Carbone V23.7;468;kgCO2e/tonne de K2O;0,3;engrais,fertilisant;Engrais;ternaire;part K2O;Europe;Achats de biens;Plastiques et produits chimiques;Produits chimiques;Engrais, phytosanitaires...;Engrais et composés azotés;05/11/2014;05/11/2014;déc-18;QTE
20861;Base Carbone V23.7;5076;kgCO2e/tonne de N;0,3;engrais,fertilisant;Engrais;ternaire;part N;Europe;Achats de biens;Plastiques et produits chimiques;Produits chimiques;Engrais, phytosanitaires...;Engrais et composés azotés;05/11/2014;05/11/2014;déc-18;QTE
20862;Base Carbone V23.7;465;kgCO2e/tonne de P2O5;0,3;engrais,fertilisant;Engrais;ternaire;part P2O5;Europe;Achats de biens;Plastiques et produits chimiques;Produits chimiques;Engrais, phytosanitaires...;Engrais et composés azotés;05/11/2014;05/11/2014;déc-18;QTE
20706;Base Carbone V23.7;55,1;kgCO2e/tonne;0,2;matériaux de construction,route,enrobés routiers;Enrobé;à module élevé;;France continentale;Achats de biens;Produits minéraux non métalliques;Enrobés pour la route;;;05/11/2014;05/11/2014;déc-18;QTE
20707;Base Carbone V23.7;52,8;kgCO2e/tonne;0,2;matériaux de construction,route,enrobés routiers;Enrobé;tiède;;France continentale;Achats de biens;Produits minéraux non métalliques;Enrobés pour la route;;;05/11/2014;05/11/2014;déc-18;QTE
20705;Base Carbone V23.7;53,3;kgCO2e/tonne;0,2;matériaux de construction,route,enrobés routiers;Enrobés bitumineux;;;France continentale;Achats de biens;Produits minéraux non métalliques;Enrobés pour la route;;;05/11/2014;05/11/2014;déc-18;QTE
20708;Base Carbone V23.7;36,2;kgCO2e/tonne;0,2;matériaux de construction,route,enrobés routiers;Enrobés bitumineux;à froid;;France continentale;Achats de biens;Produits minéraux non métalliques;Enrobés pour la route;;;05/11/2014;05/11/2014;déc-18;QTE
20713;Base Carbone V23.7;51,1;kgCO2e/tonne;0,2;matériaux de construction,route,enrobés routiers;Enrobés bitumineux;avec 10% REC;;France continentale;Achats de biens;Produits minéraux non métalliques;Enrobés pour la route;;;05/11/2014;05/11/2014;déc-18;QTE
20714;Base Carbone V23.7;43,7;kgCO2e/tonne;0,2;matériaux de construction,route,enrobés routiers;Enrobés bitumineux;avec 20% REC;;France continentale;Achats de biens;Produits minéraux non métalliques;Enrobés pour la route;;;05/11/2014;05/11/2014;déc-18;QTE
20715;Base Carbone V23.7;41,5;kgCO2e/tonne;0,2;matériaux de construction,route,enrobés routiers;Enrobés bitumineux;avec 30% REC;;France continentale;Achats de biens;Produits minéraux non métalliques;Enrobés pour la route;;;05/11/2014;05/11/2014;déc-18;QTE
20716;Base Carbone V23.7;36,9;kgCO2e/tonne;0,2;matériaux de construction,route,enrobés routiers;Enrobés bitumineux;avec 50% REC;;France continentale;Achats de biens;Produits minéraux non métalliques;Enrobés pour la route;;;05/11/2014;05/11/2014;déc-18;QTE
21047;Base Carbone V23.7;1,39;kgCO2e/km;0,7;fret routier,poids lourd,PL,ensemble articulé,camion benne;Ensemble articulé;benne céréalière, PTRA 40T;;France continentale;Transport de marchandises;Routier;Archive (Valeurs obsolètes);Spéciaux;;06/11/2014;06/11/2014;déc-18;QTE
21071;Base Carbone V23.7;0,112;kgCO2e/tonne.km;0,7;fret routier,poids lourd,PL,ensemble articulé,camion benne;Ensemble articulé;benne céréalière, PTRA 40T;;France continentale;Transport de marchandises;Routier;Archive (Valeurs obsolètes);Spéciaux;;06/11/2014;06/11/2014;déc-18;QTE
21048;Base Carbone V23.7;0,117;kgCO2e/tonne.km;0,7;fret routier,poids lourd,PL,ensemble articulé,camion benne;Ensemble articulé;benne TP, PTRA 40T;;France continentale;Transport de marchandises;Routier;Archive (Valeurs obsolètes);Spéciaux;;06/11/2014;06/11/2014;déc-18;QTE
21049;Base Carbone V23.7;1,47;kgCO2e/km;0,7;fret routier,poids lourd,PL,ensemble articulé,camion benne;Ensemble articulé;benne TP, PTRA 40T;;France continentale;Transport de marchandises;Routier;Archive (Valeurs obsolètes);Spéciaux;;06/11/2014;06/11/2014;déc-18;QTE
21045;Base Carbone V23.7;0,103;kgCO2e/tonne.km;0,7;fret routier,poids lourd,PL,ensemble articulé,camion porte conteneur;Ensemble articulé;chassis porte conteneur, PTRA 40T;;France continentale;Transport de marchandises;Routier;Archive (Valeurs obsolètes);Spéciaux;;06/11/2014;06/11/2014;déc-18;QTE
21046;Base Carbone V23.7;1,29;kgCO2e/km;0,7;fret routier,poids lourd,PL,ensemble articulé,camion porte conteneur;Ensemble articulé;chassis porte conteneur, PTRA 40T;;France continentale;Transport de marchandises;Routier;Archive (Valeurs obsolètes);Spéciaux;;06/11/2014;06/11/2014;déc-18;QTE
21044;Base Carbone V23.7;0,0983;kgCO2e/tonne.km;0,7;fret routier,poids lourd,PL,ensemble articulé,camion citerne;Ensemble articulé;citerne, PTRA 40T;;France continentale;Transport de marchandises;Routier;Archive (Valeurs obsolètes);Spéciaux;;06/11/2014;06/11/2014;déc-18;QTE
21068;Base Carbone V23.7;1,23;kgCO2e/km;0,7;fret routier,poids lourd,PL,ensemble articulé,camion citerne;Ensemble articulé;citerne, PTRA 40T;;France continentale;Transport de marchandises;Routier;Archive (Valeurs obsolètes);Spéciaux;;06/11/2014;06/11/2014;déc-18;QTE
21070;Base Carbone V23.7;1,19;kgCO2e/km;0,7;fret routier,poids lourd,PL,déménagement,ensemble articulé;Ensemble articulé;déménagement, 90m³;;France continentale;Transport de marchandises;Routier;Archive (Valeurs obsolètes);Déménagement;;06/11/2014;06/11/2014;déc-18;QTE
21112;Base Carbone V23.7;0,0379;kgCO2e/m³.km;0,7;fret routier,poids lourd,PL,déménagement,ensemble articulé;Ensemble articulé;déménagement, 90m³;;France continentale;Transport de marchandises;Routier;Archive (Valeurs obsolètes);Déménagement;;06/11/2014;06/11/2014;déc-18;QTE
21050;Base Carbone V23.7;0,111;kgCO2e/tonne.km;0,7;fret routier,poids lourd,PL,ensemble articulé,transport frigorifique;Ensemble articulé;groupe froid, PTRA 40T;;France continentale;Transport de marchandises;Routier;Archive (Valeurs obsolètes);Spéciaux;;06/11/2014;06/11/2014;déc-18;QTE
21051;Base Carbone V23.7;1,38;kgCO2e/km;0,7;fret routier,poids lourd,PL,ensemble articulé,transport frigorifique;Ensemble articulé;groupe froid, PTRA 40T;;France continentale;Transport de marchandises;Routier;Archive (Valeurs obsolètes);Spéciaux;;06/11/2014;06/11/2014;déc-18;QTE
21055;Base Carbone V23.7;1,19;kgCO2e/km;0,6;fret routier,poids lourd,PL,ensemble articulé,marchandises diverses;Ensemble articulé;marchandises diverses, longue distance, PTRA 40T;;France continentale;Transport de marchandises;Routier;Archive (Valeurs obsolètes);Marchandises diverses;;06/11/2014;06/11/2014;déc-18;QTE
21072;Base Carbone V23.7;0,0956;kgCO2e/tonne.km;0,6;fret routier,poids lourd,PL,ensemble articulé,marchandises diverses;Ensemble articulé;marchandises diverses, longue distance, PTRA 40T;;France continentale;Transport de marchandises;Routier;Archive (Valeurs obsolètes);Marchandises diverses;;06/11/2014;06/11/2014;déc-18;QTE
21054;Base Carbone V23.7;0,0946;kgCO2e/tonne.km;0,6;fret routier,poids lourd,PL,ensemble articulé,marchandises diverses;Ensemble articulé;marchandises diverses, régional, PTRA 40T;;France continentale;Transport de marchandises;Routier;Archive (Valeurs obsolètes);Marchandises diverses;;06/11/2014;06/11/2014;déc-18;QTE
21113;Base Carbone V23.7;1,18;kgCO2e/km;0,6;fret routier,poids lourd,PL,ensemble articulé,marchandises diverses;Ensemble articulé;marchandises diverses, régional, PTRA 40T;;France continentale;Transport de marchandises;Routier;Archive (Valeurs obsolètes);Marchandises diverses;;06/11/2014;06/11/2014;déc-18;QTE
21062;Base Carbone V23.7;0,203;kgCO2e/tonne.km;0,7;fret routier,poids lourd,PL,ensemble articulé,transport frigorifique,messagerie;Ensemble articulé;messagerie, frigorifique, traction, PTRA 40T;;France continentale;Transport de marchandises;Routier;Archive (Valeurs obsolètes);Messagerie;;06/11/2014;06/11/2014;déc-18;QTE
21076;Base Carbone V23.7;1,44;kgCO2e/km;0,7;fret routier,poids lourd,PL,ensemble articulé,transport frigorifique,messagerie;Ensemble articulé;messagerie, frigorifique, traction, PTRA 40T;;France continentale;Transport de marchandises;Routier;Archive (Valeurs obsolètes);Messagerie;;06/11/2014;06/11/2014;déc-18;QTE
21064;Base Carbone V23.7;0,199;kgCO2e/tonne.km;0,7;fret routier,poids lourd,PL,ensemble articulé,messagerie;Ensemble articulé;messagerie, traction, PTRA 40T;;France continentale;Transport de marchandises;Routier;Archive (Valeurs obsolètes);Messagerie;;06/11/2014;06/11/2014;déc-18;QTE
21065;Base Carbone V23.7;1,19;kgCO2e/km;0,7;fret routier,poids lourd,PL,ensemble articulé,messagerie;Ensemble articulé;messagerie, traction, PTRA 40T;;France continentale;Transport de marchandises;Routier;Archive (Valeurs obsolètes);Messagerie;;06/11/2014;06/11/2014;déc-18;QTE
21056;Base Carbone V23.7;1,32;kgCO2e/km;0,7;fret routier,poids lourd,PL,ensemble articulé,camion porte voitures;Ensemble articulé;porte voitures, PTRA 40T;;France continentale;Transport de marchandises;Routier;Archive (Valeurs obsolètes);Spéciaux;;06/11/2014;06/11/2014;déc-18;QTE
21073;Base Carbone V23.7;0,22;kgCO2e/tonne.km;0,7;fret routier,poids lourd,PL,ensemble articulé,camion porte voitures;Ensemble articulé;porte voitures, PTRA 40T;;France continentale;Transport de marchandises;Routier;Archive (Valeurs obsolètes);Spéciaux;;06/11/2014;06/11/2014;déc-18;QTE
28484;Base Carbone V23.7;0,199;kgCO2e/kg;1;Ensilage d'herbe,Agribalyse,Agriculture,fourrage;Ensilage d'herbe;de l'association de cultures, biologique, système n ° 4;Sortie de ferme;France continentale;Achats de biens;Produits de l'agriculture et de la pêche;Produits végétaux;Légumineuses;;04/12/2020;17/05/2024;31/12/2023;QTE
28485;Base Carbone V23.7;0,26;kgCO2e/kg;1;Ensilage d'herbe,Agribalyse,Agriculture,fourrage;Ensilage d'herbe;de l'association de cultures, biologique, système n ° 5;Au dispositif d'alimentation;France continentale;Achats de biens;Produits de l'agriculture et de la pêche;Produits végétaux;Légumineuses;;04/12/2020;17/05/2024;31/12/2023;QTE
28486;Base Carbone V23.7;0,192;kgCO2e/kg;1;Ensilage d'herbe,Agribalyse,Agriculture,fourrage;Ensilage d'herbe;de l'association de cultures, biologique, système n ° 6;Sortie de ferme;France continentale;Achats de biens;Produits de l'agriculture et de la pêche;Produits végétaux;Légumineuses;;04/12/2020;17/05/2024;31/12/2023;QTE
28487;Base Carbone V23.7;0,286;kgCO2e/kg;1;Ensilage d'herbe,Agribalyse,Agriculture,fourrage;Ensilage d'herbe;de l'association de cultures, biologique, système n ° 7;Au dispositif d'alimentation;France continentale;Achats de biens;Produits de l'agriculture et de la pêche;Produits végétaux;Légumineuses;;04/12/2020;17/05/2024;31/12/2023;QTE
42345;Base Carbone V23.7;0,302;kgCO2e/kg;1;Agribalyse,Ensillage d'herde;Ensillage d'herde;prairie temporaire;biologique, système numéro 1, à la ferme/FR U;France continentale;Achats de biens;Produits de l'agriculture et de la pêche;Produits végétaux;Fourrage;;16/03/2023;16/03/2023;24/02/2026;QTE
42346;Base Carbone V23.7;0,324;kgCO2e/kg;1;Agribalyse,Ensillage d'herde;Ensillage d'herde;prairie temporaire;biologique, système numéro 2, à la ferme/FR U;France continentale;Achats de biens;Produits de l'agriculture et de la pêche;Produits végétaux;Fourrage;;16/03/2023;16/03/2023;24/02/2026;QTE
42347;Base Carbone V23.7;0,406;kgCO2e/kg;1;Agribalyse,Ensillage d'herde;Ensillage d'herde;prairie temporaire;biologique, système numéro 3, à la ferme/FR U;France continentale;Achats de biens;Produits de l'agriculture et de la pêche;Produits végétaux;Fourrage;;16/03/2023;16/03/2023;24/02/2026;QTE
42348;Base Carbone V23.7;0,288;kgCO2e/kg;1;Agribalyse,Ensillage d'herde;Ensillage d'herde;prairie temporaire;biologique, système numéro 4, à la ferme/FR U;France continentale;Achats de biens;Produits de l'agriculture et de la pêche;Produits végétaux;Fourrage;;16/03/2023;16/03/2023;24/02/2026;QTE
42349;Base Carbone V23.7;0,261;kgCO2e/kg;1;Agribalyse,Ensillage d'herde;Ensillage d'herde;prairie temporaire;biologique, système numéro 5, à la ferme/FR U;France continentale;Achats de biens;Produits de l'agriculture et de la pêche;Produits végétaux;Fourrage;;16/03/2023;16/03/2023;24/02/2026;QTE
44093;Base Carbone V23.7;0,109;kgCO2e/kg de poids net;1;;Ensillage d'herde;prairie temporaire, biologique, système numéro 1;à la ferme;France continentale;Achats de biens;Produits de l'agriculture et de la pêche;Produits végétaux;Fourrage;;21/07/2025;21/07/2025;Année 2026;QTE
44095;Base Carbone V23.7;0,0761;kgCO2e/kg de poids net;1;;Ensillage d'herde;prairie temporaire, biologique, système numéro 2;à la ferme;France continentale;Achats de biens;Produits de l'agriculture et de la pêche;Produits végétaux;Fourrage;;21/07/2025;21/07/2025;Année 2026;QTE
44092;Base Carbone V23.7;0,113;kgCO2e/kg de poids net;1;;Ensillage d'herde;prairie temporaire, biologique, système numéro 3;à la ferme;France continentale;Achats de biens;Produits de l'agriculture et de la pêche;Produits végétaux;Fourrage;;21/07/2025;21/07/2025;Année 2026;QTE
44094;Base Carbone V23.7;0,23;kgCO2e/kg de poids net;1;;Ensillage d'herde;prairie temporaire, biologique, système numéro 4;à la ferme;France continentale;Achats de biens;Produits de l'agriculture et de la pêche;Produits végétaux;Fourrage;;21/07/2025;21/07/2025;Année 2026;QTE
44096;Base Carbone V23.7;0,219;kgCO2e/kg de poids net;1;;Ensillage d'herde;prairie temporaire, biologique, système numéro 5;à la ferme;France continentale;Achats de biens;Produits de l'agriculture et de la pêche;Produits végétaux;Fourrage;;21/07/2025;21/07/2025;Année 2026;QTE
42343;Base Carbone V23.7;0,184;kgCO2e/kg;1;Agribalyse,Ensillage de maïs;Ensillage de maïs;biologique;moyenne nationale Suisse, au distributeur/FR U;France continentale;Achats de biens;Produits de l'agriculture et de la pêche;Produits végétaux;Fourrage;;16/03/2023;16/03/2023;24/02/2026;QTE
44091;Base Carbone V23.7;0,163;kgCO2e/kg de poids net;1;;Ensillage de maïs;biologique;stocké et transporté;France continentale;Achats de biens;Produits de l'agriculture et de la pêche;Produits végétaux;Fourrage;;21/07/2025;21/07/2025;Année 2026;QTE
42344;Base Carbone V23.7;0,168;kgCO2e/kg;1;Agribalyse,Ensillage de maïs;Ensillage de maïs;biologique;stocké et transporté/FR U;France continentale;Achats de biens;Produits de l'agriculture et de la pêche;Produits végétaux;Fourrage;;16/03/2023;16/03/2023;24/02/2026;QTE
44090;Base Carbone V23.7;0,177;kgCO2e/kg de poids net;1;;Ensillage de maïs;biologique, moyenne nationale Suisse;au distributeur;France continentale;Achats de biens;Produits de l'agriculture et de la pêche;Produits végétaux;Fourrage;;21/07/2025;21/07/2025;Année 2026;QTE
33131;Base Carbone V23.7;6,66;kgCO2e/kg de poids net;1;Agribalyse,produits céréaliers,Entremets type Opéra;Entremets type Opéra;;;France continentale;Achats de biens;Produits agro-alimentaires, plats préparés et boissons;Produits céréaliers;Gâteaux et pâtisseries;;04/03/2021;17/05/2024;31/12/2023;QTE
41100;Base Carbone V23.7;4,82;kgCO2e/kg de poids net;1;Agribalyse,Entremets type Opéra,gâteaux et pâtisseries;Entremets type Opéra;;;France continentale;Achats de biens;Produits agro-alimentaires, plats préparés et boissons;Produits céréaliers;Gâteaux et pâtisseries;;16/03/2023;21/07/2025;24/02/2026;QTE
45027;Base Carbone V23.7;5,23;kgCO2e/kg de poids net;1;;Entremets type Opéra;;;France continentale;Achats de biens;Produits agro-alimentaires, plats préparés et boissons;Produits céréaliers;Gâteaux et pâtisseries;;21/07/2025;21/07/2025;Année 2026;QTE
43332;Base Carbone V23.7;157;kgCO2e/keuro (2020) HT;0,8;ratio monétaire;Commerce de gros, à l'exclusion des automobiles et des motocycles - 2020;;;France continentale;Achats de services;Ratios monétaires;;;;20/03/2025;20/03/2025;2023;ECO
43333;Base Carbone V23.7;167;kgCO2e/keuro (2021) HT;0,8;ratio monétaire;Commerce de gros, à l'exclusion des automobiles et des motocycles - 2021;;;France continentale;Achats de services;Ratios monétaires;;;;20/03/2025;20/03/2025;2024;ECO
43334;Base Carbone V23.7;150;kgCO2e/keuro (2022) HT;0,8;ratio monétaire;Commerce de gros, à l'exclusion des automobiles et des motocycles - 2022;;;France continentale;Achats de services;Ratios monétaires;;;;20/03/2025;20/03/2025;2025;ECO
43335;Base Carbone V23.7;146;kgCO2e/keuro (2023) HT;0,8;ratio monétaire;Commerce de gros, à l'exclusion des automobiles et des motocycles - 2023;;;France continentale;Achats de services;Ratios monétaires;;;;20/03/2025;20/03/2025;2026;ECO
43336;Base Carbone V23.7;296;kgCO2e/keuro (2019) HT;0,8;ratio monétaire;Constructions et travaux de construction - 2019;;;France continentale;Achats de services;Ratios monétaires;;;;20/03/2025;20/03/2025;2022;ECO
24270;Base Carbone V23.7;5,73;kgCO2e/kg d'azote épandu;4;;Epandage d'engrais minéraux;;;France continentale;Process et émissions fugitives;Agriculture;Sols agricoles;;;07/11/2014;17/12/2015;déc.-18;QTE
24271;Base Carbone V23.7;6,01;kgCO2e/kg d'azote épandu;4;;Epandage d'engrais organiques;déjections animales, végétaux, compost, boues de station d'épuration...;;France continentale;Process et émissions fugitives;Agriculture;Sols agricoles;;;07/11/2014;17/12/2015;déc.-18;QTE
32755;Base Carbone V23.7;6,34;kgCO2e/kg de poids net;1;Porc,Épaule;Épaule de porc;;;France continentale;Achats de biens;Produits agro-alimentaires, plats préparés et boissons;Viandes, oeufs, poissons;Charcuteries;;04/03/2021;17/05/2024;31/12/2023;QTE
41584;Base Carbone V23.7;7,1;kgCO2e/kg de poids net;1;Agribalyse,charcuteries,Épaule de porc;Épaule de porc;cuite;choix, découennée dégraissée;France continentale;Achats de biens;Produits agro-alimentaires, plats préparés et boissons;Viandes, oeufs, poissons;Charcuteries;;16/03/2023;21/07/2025;24/02/2026;QTE
41585;Base Carbone V23.7;7,1;kgCO2e/kg de poids net;1;Agribalyse,charcuteries,Épaule de porc;Épaule de porc;cuite;standard, découennée dégraissée;France continentale;Achats de biens;Produits agro-alimentaires, plats préparés et boissons;Viandes, oeufs, poissons;Charcuteries;;16/03/2023;21/07/2025;24/02/2026;QTE
45028;Base Carbone V23.7;7,65;kgCO2e/kg de poids net;1;;Épaule de porc;cuite, choix, découennée dégraissée;;France continentale;Achats de biens;Produits agro-alimentaires, plats préparés et boissons;Viandes, oeufs, poissons;Charcuteries;;21/07/2025;21/07/2025;Année 2026;QTE
45029;Base Carbone V23.7;7,65;kgCO2e/kg de poids net;1;;Épaule de porc;cuite, standard, découennée dégraissée;;France continentale;Achats de biens;Produits agro-alimentaires, plats préparés et boissons;Viandes, oeufs, poissons;Charcuteries;;21/07/2025;21/07/2025;Année 2026;QTE
44097;Base Carbone V23.7;0,662;kgCO2e/kg de poids net;1;;Epautre;biologique;à la ferme;France continentale;Achats de biens;Produits de l'agriculture et de la pêche;Produits végétaux;Céréales;;21/07/2025;21/07/2025;Année 2026;QTE
42350;Base Carbone V23.7;0,975;kgCO2e/kg;1;Agribalyse,Epautre;Epautre;biologique;à la ferme/FR U;France continentale;Achats de biens;Produits de l'agriculture et de la pêche;Produits végétaux;Fourrage;;16/03/2023;16/03/2023;24/02/2026;QTE
33563;Base Carbone V23.7;0,872;kgCO2e/kg de poids net;1;Agribalyse,pâtes,produits céréaliers,Épeautre,riz et céréales crus;Épeautre;cru;;France continentale;Achats de biens;Produits agro-alimentaires, plats préparés et boissons;Produits céréaliers;Pâtes, riz et céréales;;04/03/2021;17/05/2024;31/12/2023;QTE
41101;Base Carbone V23.7;1,16;kgCO2e/kg de poids net;1;Agribalyse,pâtes,Épeautre,riz et céréales;Épeautre;cru;;France continentale;Achats de biens;Produits agro-alimentaires, plats préparés et boissons;Produits céréaliers;Pâtes, riz et céréales;;16/03/2023;21/07/2025;24/02/2026;QTE
45030;Base Carbone V23.7;0,949;kgCO2e/kg de poids net;1;;Épeautre;cru;;France continentale;Achats de biens;Produits agro-alimentaires, plats préparés et boissons;Produits céréaliers;Pâtes, riz et céréales;;21/07/2025;21/07/2025;Année 2026;QTE
33792;Base Carbone V23.7;1,94;kgCO2e/kg de poids net;1;poissons,Éperlan,Agribalyse,oeufs,viandes;Éperlan;cru;;France continentale;Achats de biens;Produits agro-alimentaires, plats préparés et boissons;Viandes, oeufs, poissons;Poissons crus;;04/03/2021;17/05/2024;31/12/2023;QTE
41586;Base Carbone V23.7;1,94;kgCO2e/kg de poids net;1;Agribalyse,Éperlan,poissons crus;Éperlan;cru;;France continentale;Achats de biens;Produits agro-alimentaires, plats préparés et boissons;Viandes, oeufs, poissons;Poissons crus;;16/03/2023;21/07/2025;24/02/2026;QTE
45031;Base Carbone V23.7;2,28;kgCO2e/kg de poids net;1;;Éperlan;cru;;France continentale;Achats de biens;Produits agro-alimentaires, plats préparés et boissons;Viandes, oeufs, poissons;Poissons crus;;21/07/2025;21/07/2025;Année 2026;QTE
40362;Base Carbone V23.7;0,882;kgCO2e/kg de poids net;1;Agribalyse,légumes,Épinard;Épinard;appertisé;égoutté;France continentale;Achats de biens;Produits agro-alimentaires, plats préparés et boissons;Fruits, légumes, légumineuses et oléagineux;Légumes;;16/03/2023;21/07/2025;24/02/2026;QTE
33370;Base Carbone V23.7;1,19;kgCO2e/kg de poids net;1;légumineuses et oléagineux,légumes cuits,Agribalyse,fruits,légumes,Épinard;Épinard;appertisé, égoutté;;France continentale;Achats de biens;Produits agro-alimentaires, plats préparés et boissons;Fruits, légumes, légumineuses et oléagineux;Légumes;;04/03/2021;17/05/2024;31/12/2023;QTE
45032;Base Carbone V23.7;1,1;kgCO2e/kg de poids net;1;;Épinard;appertisé, égoutté;;France continentale;Achats de biens;Produits agro-alimentaires, plats préparés et boissons;Fruits, légumes, légumineuses et oléagineux;Légumes;;21/07/2025;21/07/2025;Année 2026;QTE
33274;Base Carbone V23.7;0,326;kgCO2e/kg de poids net;1;épinards,cru;Épinard;cru;;France continentale;Achats de biens;Produits agro-alimentaires, plats préparés et boissons;Fruits, légumes, légumineuses et oléagineux;Légumes;;04/03/2021;17/05/2024;31/12/2023;QTE
40363;Base Carbone V23.7;0,392;kgCO2e/kg de poids net;1;Agribalyse,légumes,Épinard;Épinard;cru;;France continentale;Achats de biens;Produits agro-alimentaires, plats préparés et boissons;Fruits, légumes, légumineuses et oléagineux;Légumes;;16/03/2023;21/07/2025;24/02/2026;QTE
