FE.ADEME.ID;FE.BDD;FE.VAL;FE.UNITE;FE.Incertitude;FE.LIB1;FE.LIB2;FE.LIB3;FE.LIB4;FE.LIB5;FE.CAT1;FE.CAT2;FE.CAT3;FE.CAT4;FE.CAT5;FE.DATE-CREA;FE.DATE-MODIF;FE.DATE-VALID;FE.TYPE
44160;Base Carbone V23.7;1,34;kgCO2e/kg de poids net;1;;Orge de printemps;biologique, système numéro 1;à la ferme;France continentale;Achats de biens;Produits de l'agriculture et de la pêche;Produits végétaux;Céréales;;21/07/2025;21/07/2025;Année 2026;QTE
44161;Base Carbone V23.7;0,972;kgCO2e/kg de poids net;1;;Orge de printemps;biologique, système numéro 2;à la ferme;France continentale;Achats de biens;Produits de l'agriculture et de la pêche;Produits végétaux;Céréales;;21/07/2025;21/07/2025;Année 2026;QTE
44162;Base Carbone V23.7;0,571;kgCO2e/kg de poids net;1;;Orge de printemps;biologique, système numéro 3;à la ferme;France continentale;Achats de biens;Produits de l'agriculture et de la pêche;Produits végétaux;Céréales;;21/07/2025;21/07/2025;Année 2026;QTE
44163;Base Carbone V23.7;0,572;kgCO2e/kg de poids net;1;;Orge de printemps;biologique, système numéro 4;à la ferme;France continentale;Achats de biens;Produits de l'agriculture et de la pêche;Produits végétaux;Céréales;;21/07/2025;21/07/2025;Année 2026;QTE
28634;Base Carbone V23.7;0,674;kgCO2e/kg;1;Agribalyse,céréales,Agriculture,Orge de printemps;Orge de printemps;de l'association de cultures, biologique;Sortie de ferme;France continentale;Achats de biens;Produits de l'agriculture et de la pêche;Produits végétaux;Céréales;;04/12/2020;17/05/2024;31/12/2023;QTE
28635;Base Carbone V23.7;0,45;kgCO2e/kg;1;Agribalyse,céréales,Agriculture,Orge de printemps;Orge de printemps;de l'association de cultures, biologique;Sortie de ferme;France continentale;Achats de biens;Produits de l'agriculture et de la pêche;Produits végétaux;Céréales;;04/12/2020;17/05/2024;31/12/2023;QTE
28636;Base Carbone V23.7;0,462;kgCO2e/kg;1;Agribalyse,céréales,Agriculture,Orge de printemps;Orge de printemps;de l'association de cultures, biologique;Sortie de ferme;France continentale;Achats de biens;Produits de l'agriculture et de la pêche;Produits végétaux;Céréales;;04/12/2020;17/05/2024;31/12/2023;QTE
28396;Base Carbone V23.7;0,321;kgCO2e/kg;1;Agribalyse,céréales,Agriculture,Orge de printemps;Orge de printemps;prairie permanente, sans trèfle, région du Nord-Ouest;Sortie de ferme;France continentale;Achats de biens;Produits de l'agriculture et de la pêche;Produits végétaux;Céréales;;04/12/2020;17/05/2024;31/12/2023;QTE
28397;Base Carbone V23.7;0,296;kgCO2e/kg;1;Agribalyse,céréales,Agriculture,Orge de printemps;Orge de printemps;prairie permanente, sans trèfle, région du Nord-Ouest;Sortie de ferme;France continentale;Achats de biens;Produits de l'agriculture et de la pêche;Produits végétaux;Céréales;;04/12/2020;17/05/2024;31/12/2023;QTE
41201;Base Carbone V23.7;0,788;kgCO2e/kg de poids net;1;Orge entière,Agribalyse,pâtes,riz et céréales;Orge entière;crue;;France continentale;Achats de biens;Produits agro-alimentaires, plats préparés et boissons;Produits céréaliers;Pâtes, riz et céréales;;16/03/2023;21/07/2025;24/02/2026;QTE
45788;Base Carbone V23.7;0,586;kgCO2e/kg de poids net;1;;Orge entière;crue;;France continentale;Achats de biens;Produits agro-alimentaires, plats préparés et boissons;Produits céréaliers;Pâtes, riz et céréales;;21/07/2025;21/07/2025;Année 2026;QTE
34894;Base Carbone V23.7;2342;kgCO2e/Ha;1;Orge fouragère,Agriculture,champ,GESTIM;Orge fouragère;;;France continentale;Achats de biens;Produits de l'agriculture et de la pêche;Produits végétaux;Céréales;;09/09/2021;17/05/2024;31/12/2023;QTE
28374;Base Carbone V23.7;0,277;kgCO2e/kg;1;Agribalyse,céréales,Orge fourragère,Agriculture;Orge fourragère;"""""""""""""""hors-sol, faible chauffé, lutte ravageur """"""""""""""""traditionnelle""""""""""""""""""""""""""""""";Sortie de ferme;France continentale;Achats de biens;Produits de l'agriculture et de la pêche;Produits végétaux;Céréales;;04/12/2020;17/05/2024;31/12/2023;QTE
28377;Base Carbone V23.7;0,295;kgCO2e/kg;1;Agribalyse,céréales,Orge fourragère,Agriculture;Orge fourragère;conventionnel, séchée, moyenne nationale;Sortie de ferme;France continentale;Achats de biens;Produits de l'agriculture et de la pêche;Produits végétaux;Céréales;;04/12/2020;17/05/2024;31/12/2023;QTE
28378;Base Carbone V23.7;0,289;kgCO2e/kg;1;Agribalyse,céréales,Orge fourragère,Agriculture;Orge fourragère;mix conventionnel et biologique, séchée, moyenne nationale;Sortie de ferme;France continentale;Achats de biens;Produits de l'agriculture et de la pêche;Produits végétaux;Céréales;;04/12/2020;17/05/2024;31/12/2023;QTE
28376;Base Carbone V23.7;0,295;kgCO2e/kg;1;Agribalyse,céréales,Orge fourragère,Agriculture;Orge fourragère;production intégrée, mélange de variétés, Languedoc-Roussillon;Sortie de ferme;France continentale;Achats de biens;Produits de l'agriculture et de la pêche;Produits végétaux;Céréales;;04/12/2020;17/05/2024;31/12/2023;QTE
28402;Base Carbone V23.7;0,266;kgCO2e/kg;1;Agribalyse,céréales,Agriculture,Orge fourragère d'hiver;Orge fourragère d'hiver;prairie permanente, avec trèfle, région du Nord-Ouest;Sortie de ferme;France continentale;Achats de biens;Produits de l'agriculture et de la pêche;Produits végétaux;Céréales;;04/12/2020;17/05/2024;31/12/2023;QTE
41202;Base Carbone V23.7;0,705;kgCO2e/kg de poids net;1;Agribalyse,pâtes,Orge perlée,riz et céréales;Orge perlée;bouilli/cuite à l'eau;non salée;France continentale;Achats de biens;Produits agro-alimentaires, plats préparés et boissons;Produits céréaliers;Pâtes, riz et céréales;;16/03/2023;21/07/2025;24/02/2026;QTE
33595;Base Carbone V23.7;0,813;kgCO2e/kg de poids net;1;Orge perlée,Agribalyse,pâtes,produits céréaliers,riz et céréales cuits;Orge perlée;bouilli/cuite à l'eau, non salée;;France continentale;Achats de biens;Produits agro-alimentaires, plats préparés et boissons;Produits céréaliers;Pâtes, riz et céréales;;04/03/2021;17/05/2024;31/12/2023;QTE
45789;Base Carbone V23.7;0,4;kgCO2e/kg de poids net;1;;Orge perlée;bouilli/cuite à l'eau, non salée;;France continentale;Achats de biens;Produits agro-alimentaires, plats préparés et boissons;Produits céréaliers;Pâtes, riz et céréales;;21/07/2025;21/07/2025;Année 2026;QTE
41203;Base Carbone V23.7;0,788;kgCO2e/kg de poids net;1;Agribalyse,pâtes,Orge perlée,riz et céréales;Orge perlée;crue;;France continentale;Achats de biens;Produits agro-alimentaires, plats préparés et boissons;Produits céréaliers;Pâtes, riz et céréales;;16/03/2023;21/07/2025;24/02/2026;QTE
45790;Base Carbone V23.7;0,586;kgCO2e/kg de poids net;1;;Orge perlée;crue;;France continentale;Achats de biens;Produits agro-alimentaires, plats préparés et boissons;Produits céréaliers;Pâtes, riz et céréales;;21/07/2025;21/07/2025;Année 2026;QTE
39656;Base Carbone V23.7;1,55;kgCO2e/kg de poids net;1;Agribalyse,herbes,Origan;Origan;séché;;France continentale;Achats de biens;Produits agro-alimentaires, plats préparés et boissons;Aides culinaires et ingrédients divers;Herbes;;16/03/2023;21/07/2025;24/02/2026;QTE
45791;Base Carbone V23.7;2,58;kgCO2e/kg de poids net;1;;Origan;séché;;France continentale;Achats de biens;Produits agro-alimentaires, plats préparés et boissons;Aides culinaires et ingrédients divers;Herbes;;21/07/2025;21/07/2025;Année 2026;QTE
33825;Base Carbone V23.7;1,94;kgCO2e/kg de poids net;1;poissons,Orphie commune,Agribalyse,oeufs,viandes;Orphie commune;crue;;France continentale;Achats de biens;Produits agro-alimentaires, plats préparés et boissons;Viandes, oeufs, poissons;Poissons crus;;04/03/2021;17/05/2024;31/12/2023;QTE
41767;Base Carbone V23.7;1,94;kgCO2e/kg de poids net;1;Agribalyse,Orphie commune,poissons crus;Orphie commune;crue;;France continentale;Achats de biens;Produits agro-alimentaires, plats préparés et boissons;Viandes, oeufs, poissons;Poissons crus;;16/03/2023;21/07/2025;24/02/2026;QTE
45792;Base Carbone V23.7;2,28;kgCO2e/kg de poids net;1;;Orphie commune;crue;;France continentale;Achats de biens;Produits agro-alimentaires, plats préparés et boissons;Viandes, oeufs, poissons;Poissons crus;;21/07/2025;21/07/2025;Année 2026;QTE
33293;Base Carbone V23.7;0,562;kgCO2e/kg de poids net;1;légumes crus,Oseille,Agribalyse,fruits,légumes,légumineuses et oléagineux;Oseille;crue;;France continentale;Achats de biens;Produits agro-alimentaires, plats préparés et boissons;Fruits, légumes, légumineuses et oléagineux;Légumes;;04/03/2021;17/05/2024;31/12/2023;QTE
40510;Base Carbone V23.7;0,631;kgCO2e/kg de poids net;1;Agribalyse,légumes,Oseille;Oseille;crue;;France continentale;Achats de biens;Produits agro-alimentaires, plats préparés et boissons;Fruits, légumes, légumineuses et oléagineux;Légumes;;16/03/2023;21/07/2025;24/02/2026;QTE
45793;Base Carbone V23.7;0,571;kgCO2e/kg de poids net;1;;Oseille;crue;;France continentale;Achats de biens;Produits agro-alimentaires, plats préparés et boissons;Fruits, légumes, légumineuses et oléagineux;Légumes;;21/07/2025;21/07/2025;Année 2026;QTE
32992;Base Carbone V23.7;8,18;kgCO2e/kg de poids net;1;Agribalyse,lait et produits laitiers,fromages à pâte pressée,Ossau-Iraty;Ossau-Iraty;;;France continentale;Achats de biens;Produits agro-alimentaires, plats préparés et boissons;Lait et produits laitiers;Fromages;;04/03/2021;17/05/2024;31/12/2023;QTE
40840;Base Carbone V23.7;5,32;kgCO2e/kg de poids net;1;Agribalyse,Ossau-Iraty,fromages;Ossau-Iraty;;;France continentale;Achats de biens;Produits agro-alimentaires, plats préparés et boissons;Lait et produits laitiers;Fromages;;16/03/2023;21/07/2025;24/02/2026;QTE
45794;Base Carbone V23.7;5,78;kgCO2e/kg de poids net;1;;Ossau-Iraty;;;France continentale;Achats de biens;Produits agro-alimentaires, plats préparés et boissons;Lait et produits laitiers;Fromages;;21/07/2025;21/07/2025;Année 2026;QTE
33749;Base Carbone V23.7;15,4;kgCO2e/kg de poids net;1;Agribalyse,entrées et plats composés,plats de viande et légumes/légumineuses,Osso buco;Osso buco;;;France continentale;Achats de biens;Produits agro-alimentaires, plats préparés et boissons;Entrées et plats composés;Plats composés;;04/03/2021;17/05/2024;31/12/2023;QTE
40046;Base Carbone V23.7;14,2;kgCO2e/kg de poids net;1;Agribalyse,Osso buco,plats composés;Osso buco;;;France continentale;Achats de biens;Produits agro-alimentaires, plats préparés et boissons;Entrées et plats composés;Plats composés;;16/03/2023;21/07/2025;24/02/2026;QTE
45795;Base Carbone V23.7;18,2;kgCO2e/kg de poids net;1;;Osso buco;;;France continentale;Achats de biens;Produits agro-alimentaires, plats préparés et boissons;Entrées et plats composés;Plats composés;;21/07/2025;21/07/2025;Année 2026;QTE
33708;Base Carbone V23.7;2,72;kgCO2e/kg de poids net;1;Agribalyse,Paëlla,entrées et plats composés,plats de poisson et féculents;Paëlla;;;France continentale;Achats de biens;Produits agro-alimentaires, plats préparés et boissons;Entrées et plats composés;Plats composés;;04/03/2021;17/05/2024;31/12/2023;QTE
40047;Base Carbone V23.7;3,06;kgCO2e/kg de poids net;1;Agribalyse,Paëlla,plats composés;Paëlla;;;France continentale;Achats de biens;Produits agro-alimentaires, plats préparés et boissons;Entrées et plats composés;Plats composés;;16/03/2023;21/07/2025;24/02/2026;QTE
45796;Base Carbone V23.7;3,28;kgCO2e/kg de poids net;1;;Paëlla;;;France continentale;Achats de biens;Produits agro-alimentaires, plats préparés et boissons;Entrées et plats composés;Plats composés;;21/07/2025;21/07/2025;Année 2026;QTE
14237;Base Carbone V23.7;0,0513;kgCO2e/kWh PCI;0,5;biocombustible,paille;Paille;10% d'humidité;;France continentale;Combustibles;Organiques;Solides;;;20/10/2014;28/03/2022;déc-17;QTE
14238;Base Carbone V23.7;0,169;kgCO2e/kg;0,5;biocombustible,paille;Paille;10% d'humidité;;France continentale;Combustibles;Organiques;Solides;;;20/10/2014;28/03/2022;déc-17;QTE
14239;Base Carbone V23.7;169;kgCO2e/tonne;0,5;biocombustible,paille;Paille;10% d'humidité;;France continentale;Combustibles;Organiques;Solides;;;20/10/2014;20/10/2014;;QTE
14240;Base Carbone V23.7;597;kgCO2e/tep PCI;0,5;biocombustible,paille;Paille;10% d'humidité;;France continentale;Combustibles;Organiques;Solides;;;20/10/2014;20/10/2014;;QTE
28373;Base Carbone V23.7;0,0699;kgCO2e/kg;1;Agribalyse,céréales,Agriculture,Paille d'orge;Paille d'orge;"""""""""""""""hors-sol, chauffé et éclairée, lutte ravageur """"""""""""""""intégrée""""""""""""""""""""""""""""""";;France continentale;Achats de biens;Produits de l'agriculture et de la pêche;Produits végétaux;Céréales;;04/12/2020;17/05/2024;31/12/2023;QTE
42423;Base Carbone V23.7;0;kgCO2e/kg;1;Agribalyse,Paille de blé;Paille de blé;biologique;système numéro 1, à la ferme/FR U;France continentale;Achats de biens;Produits de l'agriculture et de la pêche;Produits végétaux;Céréales;;16/03/2023;16/03/2023;24/02/2026;QTE
42424;Base Carbone V23.7;0;kgCO2e/kg;1;Agribalyse,Paille de blé;Paille de blé;biologique;système numéro 2, à la ferme/FR U;France continentale;Achats de biens;Produits de l'agriculture et de la pêche;Produits végétaux;Céréales;;16/03/2023;16/03/2023;24/02/2026;QTE
28648;Base Carbone V23.7;0;kgCO2e/kg;1;Agribalyse,céréales,Agriculture,Paille de blé;Paille de blé;biologique, système n ° 2;Sortie de ferme;France continentale;Achats de biens;Produits de l'agriculture et de la pêche;Produits végétaux;Céréales;;04/12/2020;17/05/2024;31/12/2023;QTE
28649;Base Carbone V23.7;0;kgCO2e/kg;1;Agribalyse,céréales,Agriculture,Paille de blé;Paille de blé;biologique, système n ° 3;Sortie de ferme;France continentale;Achats de biens;Produits de l'agriculture et de la pêche;Produits végétaux;Céréales;;04/12/2020;17/05/2024;31/12/2023;QTE
44170;Base Carbone V23.7;0;kgCO2e/kg de poids net;1;;Paille de blé;biologique, système numéro 1;à la ferme;France continentale;Achats de biens;Produits de l'agriculture et de la pêche;Produits végétaux;Céréales;;21/07/2025;21/07/2025;Année 2026;QTE
44171;Base Carbone V23.7;0;kgCO2e/kg de poids net;1;;Paille de blé;biologique, système numéro 2;à la ferme;France continentale;Achats de biens;Produits de l'agriculture et de la pêche;Produits végétaux;Céréales;;21/07/2025;21/07/2025;Année 2026;QTE
28400;Base Carbone V23.7;0,0559;kgCO2e/kg;1;Agribalyse,céréales,Agriculture,Paille de blé;Paille de blé;prairie temporaire, sans trèfle, région du Nord-Ouest;;France continentale;Achats de biens;Produits de l'agriculture et de la pêche;Produits végétaux;Céréales;;04/12/2020;17/05/2024;31/12/2023;QTE
28399;Base Carbone V23.7;0,0624;kgCO2e/kg;1;Agribalyse,céréales,Agriculture,Paille de triticale;Paille de triticale;prairie temporaire, avec trèfle, région du Nord-Ouest;;France continentale;Achats de biens;Produits de l'agriculture et de la pêche;Produits végétaux;Céréales;;04/12/2020;17/05/2024;31/12/2023;QTE
41241;Base Carbone V23.7;0,688;kgCO2e/kg de poids net;1;Pain,Agribalyse,pains et viennoiseries;Pain;baguette;courante;France continentale;Achats de biens;Produits agro-alimentaires, plats préparés et boissons;Produits céréaliers;Pains et viennoiseries;;16/03/2023;21/07/2025;24/02/2026;QTE
41242;Base Carbone V23.7;0,688;kgCO2e/kg de poids net;1;Pain,Agribalyse,pains et viennoiseries;Pain;baguette;de tradition française;France continentale;Achats de biens;Produits agro-alimentaires, plats préparés et boissons;Produits céréaliers;Pains et viennoiseries;;16/03/2023;21/07/2025;24/02/2026;QTE
41243;Base Carbone V23.7;0,688;kgCO2e/kg de poids net;1;Pain,Agribalyse,pains et viennoiseries;Pain;baguette;sans sel;France continentale;Achats de biens;Produits agro-alimentaires, plats préparés et boissons;Produits céréaliers;Pains et viennoiseries;;16/03/2023;21/07/2025;24/02/2026;QTE
41236;Base Carbone V23.7;0,661;kgCO2e/kg de poids net;1;Pain,Agribalyse,pains et viennoiseries;Pain;baguette ou boule;au levain;France continentale;Achats de biens;Produits agro-alimentaires, plats préparés et boissons;Produits céréaliers;Pains et viennoiseries;;16/03/2023;21/07/2025;24/02/2026;QTE
41237;Base Carbone V23.7;1,04;kgCO2e/kg de poids net;1;Pain,Agribalyse,pains et viennoiseries;Pain;baguette ou boule;aux céréales et graines, artisanal;France continentale;Achats de biens;Produits agro-alimentaires, plats préparés et boissons;Produits céréaliers;Pains et viennoiseries;;16/03/2023;21/07/2025;24/02/2026;QTE
41238;Base Carbone V23.7;0,751;kgCO2e/kg de poids net;1;Pain,Agribalyse,pains et viennoiseries;Pain;baguette ou boule;bio (à la farine T55 jusqu'à T110);France continentale;Achats de biens;Produits agro-alimentaires, plats préparés et boissons;Produits céréaliers;Pains et viennoiseries;;16/03/2023;21/07/2025;24/02/2026;QTE
41239;Base Carbone V23.7;0,688;kgCO2e/kg de poids net;1;Pain,Agribalyse,pains et viennoiseries;Pain;baguette ou boule;bis (à la farine T80 ou T110) ;France continentale;Achats de biens;Produits agro-alimentaires, plats préparés et boissons;Produits céréaliers;Pains et viennoiseries;;16/03/2023;21/07/2025;24/02/2026;QTE
41240;Base Carbone V23.7;0,69;kgCO2e/kg de poids net;1;Pain,Agribalyse,pains et viennoiseries;Pain;baguette ou boule;de campagne;France continentale;Achats de biens;Produits agro-alimentaires, plats préparés et boissons;Produits céréaliers;Pains et viennoiseries;;16/03/2023;21/07/2025;24/02/2026;QTE
33521;Base Carbone V23.7;0,635;kgCO2e/kg de poids net;1;Pain,Agribalyse,pains,produits céréaliers;Pain;baguette ou boule, au levain;;France continentale;Achats de biens;Produits agro-alimentaires, plats préparés et boissons;Produits céréaliers;Pains et viennoiseries;;04/03/2021;17/05/2024;31/12/2023;QTE
45830;Base Carbone V23.7;0,748;kgCO2e/kg de poids net;1;;Pain;baguette ou boule, au levain;;France continentale;Achats de biens;Produits agro-alimentaires, plats préparés et boissons;Produits céréaliers;Pains et viennoiseries;;21/07/2025;21/07/2025;Année 2026;QTE
33537;Base Carbone V23.7;1,1;kgCO2e/kg de poids net;1;Pain,Agribalyse,pains,produits céréaliers;Pain;baguette ou boule, aux céréales et graines, artisanal;;France continentale;Achats de biens;Produits agro-alimentaires, plats préparés et boissons;Produits céréaliers;Pains et viennoiseries;;04/03/2021;17/05/2024;31/12/2023;QTE
45831;Base Carbone V23.7;1,13;kgCO2e/kg de poids net;1;;Pain;baguette ou boule, aux céréales et graines, artisanal;;France continentale;Achats de biens;Produits agro-alimentaires, plats préparés et boissons;Produits céréaliers;Pains et viennoiseries;;21/07/2025;21/07/2025;Année 2026;QTE
33525;Base Carbone V23.7;0,67;kgCO2e/kg de poids net;1;Pain,Agribalyse,pains,produits céréaliers;Pain;baguette ou boule, bio (à la farine T55 jusqu'à T110);;France continentale;Achats de biens;Produits agro-alimentaires, plats préparés et boissons;Produits céréaliers;Pains et viennoiseries;;04/03/2021;17/05/2024;31/12/2023;QTE
45832;Base Carbone V23.7;0,898;kgCO2e/kg de poids net;1;;Pain;baguette ou boule, bio (à la farine T55 jusqu'a T110);;France continentale;Achats de biens;Produits agro-alimentaires, plats préparés et boissons;Produits céréaliers;Pains et viennoiseries;;21/07/2025;21/07/2025;Année 2026;QTE
33523;Base Carbone V23.7;0,67;kgCO2e/kg de poids net;1;Pain,Agribalyse,pains,produits céréaliers;Pain;baguette ou boule, bis (à la farine T80 ou T110) ;;France continentale;Achats de biens;Produits agro-alimentaires, plats préparés et boissons;Produits céréaliers;Pains et viennoiseries;;04/03/2021;17/05/2024;31/12/2023;QTE
45833;Base Carbone V23.7;0,776;kgCO2e/kg de poids net;1;;Pain;baguette ou boule, bis (à la farine T80 ou T110) ;;France continentale;Achats de biens;Produits agro-alimentaires, plats préparés et boissons;Produits céréaliers;Pains et viennoiseries;;21/07/2025;21/07/2025;Année 2026;QTE
33526;Base Carbone V23.7;0,633;kgCO2e/kg de poids net;1;Pain,Agribalyse,pains,produits céréaliers;Pain;baguette ou boule, de campagne;;France continentale;Achats de biens;Produits agro-alimentaires, plats préparés et boissons;Produits céréaliers;Pains et viennoiseries;;04/03/2021;17/05/2024;31/12/2023;QTE
45834;Base Carbone V23.7;0,779;kgCO2e/kg de poids net;1;;Pain;baguette ou boule, de campagne;;France continentale;Achats de biens;Produits agro-alimentaires, plats préparés et boissons;Produits céréaliers;Pains et viennoiseries;;21/07/2025;21/07/2025;Année 2026;QTE
33520;Base Carbone V23.7;0,67;kgCO2e/kg de poids net;1;Pain,Agribalyse,pains,produits céréaliers;Pain;baguette, courante;;France continentale;Achats de biens;Produits agro-alimentaires, plats préparés et boissons;Produits céréaliers;Pains et viennoiseries;;04/03/2021;17/05/2024;31/12/2023;QTE
45835;Base Carbone V23.7;0,776;kgCO2e/kg de poids net;1;;Pain;baguette, courante;;France continentale;Achats de biens;Produits agro-alimentaires, plats préparés et boissons;Produits céréaliers;Pains et viennoiseries;;21/07/2025;21/07/2025;Année 2026;QTE
33522;Base Carbone V23.7;0,67;kgCO2e/kg de poids net;1;Pain,Agribalyse,pains,produits céréaliers;Pain;baguette, de tradition française;;France continentale;Achats de biens;Produits agro-alimentaires, plats préparés et boissons;Produits céréaliers;Pains et viennoiseries;;04/03/2021;17/05/2024;31/12/2023;QTE
45836;Base Carbone V23.7;0,776;kgCO2e/kg de poids net;1;;Pain;baguette, de tradition française;;France continentale;Achats de biens;Produits agro-alimentaires, plats préparés et boissons;Produits céréaliers;Pains et viennoiseries;;21/07/2025;21/07/2025;Année 2026;QTE
33532;Base Carbone V23.7;0,67;kgCO2e/kg de poids net;1;Pain,Agribalyse,pains,produits céréaliers;Pain;baguette, sans sel;;France continentale;Achats de biens;Produits agro-alimentaires, plats préparés et boissons;Produits céréaliers;Pains et viennoiseries;;04/03/2021;17/05/2024;31/12/2023;QTE
45837;Base Carbone V23.7;0,776;kgCO2e/kg de poids net;1;;Pain;baguette, sans sel;;France continentale;Achats de biens;Produits agro-alimentaires, plats préparés et boissons;Produits céréaliers;Pains et viennoiseries;;21/07/2025;21/07/2025;Année 2026;QTE
33531;Base Carbone V23.7;1,22;kgCO2e/kg de poids net;1;Pain,Agribalyse,pains,produits céréaliers;Pain;sans gluten;;France continentale;Achats de biens;Produits agro-alimentaires, plats préparés et boissons;Produits céréaliers;Pains et viennoiseries;;04/03/2021;17/05/2024;31/12/2023;QTE
41244;Base Carbone V23.7;1,81;kgCO2e/kg de poids net;1;Pain,Agribalyse,pains et viennoiseries;Pain;sans gluten;;France continentale;Achats de biens;Produits agro-alimentaires, plats préparés et boissons;Produits céréaliers;Pains et viennoiseries;;16/03/2023;21/07/2025;24/02/2026;QTE
45838;Base Carbone V23.7;1,7;kgCO2e/kg de poids net;1;;Pain;sans gluten;;France continentale;Achats de biens;Produits agro-alimentaires, plats préparés et boissons;Produits céréaliers;Pains et viennoiseries;;21/07/2025;21/07/2025;Année 2026;QTE
33554;Base Carbone V23.7;6,96;kgCO2e/kg de poids net;1;Pain,chocolat;Pain au chocolat;;;France continentale;Achats de biens;Produits agro-alimentaires, plats préparés et boissons;Produits céréaliers;Pains et viennoiseries;;04/03/2021;17/05/2024;31/12/2023;QTE
41205;Base Carbone V23.7;5,2;kgCO2e/kg de poids net;1;Agribalyse,Pain au chocolat,pains et viennoiseries;Pain au chocolat;préemballé;;France continentale;Achats de biens;Produits agro-alimentaires, plats préparés et boissons;Produits céréaliers;Pains et viennoiseries;;16/03/2023;21/07/2025;24/02/2026;QTE
45798;Base Carbone V23.7;5,32;kgCO2e/kg de poids net;1;;Pain au chocolat;préemballé;;France continentale;Achats de biens;Produits agro-alimentaires, plats préparés et boissons;Produits céréaliers;Pains et viennoiseries;;21/07/2025;21/07/2025;Année 2026;QTE
41204;Base Carbone V23.7;5,2;kgCO2e/kg de poids net;1;Agribalyse,pains et viennoiseries,Pain au chocolat feuilleté;Pain au chocolat feuilleté;artisanal;;France continentale;Achats de biens;Produits agro-alimentaires, plats préparés et boissons;Produits céréaliers;Pains et viennoiseries;;16/03/2023;21/07/2025;24/02/2026;QTE
45797;Base Carbone V23.7;5,73;kgCO2e/kg de poids net;1;;Pain au chocolat feuilleté;artisanal;;France continentale;Achats de biens;Produits agro-alimentaires, plats préparés et boissons;Produits céréaliers;Pains et viennoiseries;;21/07/2025;21/07/2025;Année 2026;QTE
33551;Base Carbone V23.7;3,55;kgCO2e/kg de poids net;1;Pain,Lait;Pain au lait;;;France continentale;Achats de biens;Produits agro-alimentaires, plats préparés et boissons;Produits céréaliers;Pains et viennoiseries;;04/03/2021;17/05/2024;31/12/2023;QTE
41207;Base Carbone V23.7;2,55;kgCO2e/kg de poids net;1;Agribalyse,pains et viennoiseries,Pain au lait;Pain au lait;artisanal;;France continentale;Achats de biens;Produits agro-alimentaires, plats préparés et boissons;Produits céréaliers;Pains et viennoiseries;;16/03/2023;21/07/2025;24/02/2026;QTE
45800;Base Carbone V23.7;2,73;kgCO2e/kg de poids net;1;;Pain au lait;artisanal;;France continentale;Achats de biens;Produits agro-alimentaires, plats préparés et boissons;Produits céréaliers;Pains et viennoiseries;;21/07/2025;21/07/2025;Année 2026;QTE
41208;Base Carbone V23.7;2,55;kgCO2e/kg de poids net;1;Agribalyse,pains et viennoiseries,Pain au lait;Pain au lait;préemballé;;France continentale;Achats de biens;Produits agro-alimentaires, plats préparés et boissons;Produits céréaliers;Pains et viennoiseries;;16/03/2023;21/07/2025;24/02/2026;QTE
45801;Base Carbone V23.7;2,32;kgCO2e/kg de poids net;1;;Pain au lait;préemballé;;France continentale;Achats de biens;Produits agro-alimentaires, plats préparés et boissons;Produits céréaliers;Pains et viennoiseries;;21/07/2025;21/07/2025;Année 2026;QTE
33552;Base Carbone V23.7;4,26;kgCO2e/kg de poids net;1;Agribalyse,viennoiseries,produits céréaliers,Pain au lait aux pépites de chocolat;Pain au lait aux pépites de chocolat;préemballé;;France continentale;Achats de biens;Produits agro-alimentaires, plats préparés et boissons;Produits céréaliers;Pains et viennoiseries;;04/03/2021;17/05/2024;31/12/2023;QTE
41206;Base Carbone V23.7;3,48;kgCO2e/kg de poids net;1;Agribalyse,Pain au lait aux pépites de chocolat,pains et viennoiseries;Pain au lait aux pépites de chocolat;préemballé;;France continentale;Achats de biens;Produits agro-alimentaires, plats préparés et boissons;Produits céréaliers;Pains et viennoiseries;;16/03/2023;21/07/2025;24/02/2026;QTE
45799;Base Carbone V23.7;3,51;kgCO2e/kg de poids net;1;;Pain au lait aux pépites de chocolat;préemballé;;France continentale;Achats de biens;Produits agro-alimentaires, plats préparés et boissons;Produits céréaliers;Pains et viennoiseries;;21/07/2025;21/07/2025;Année 2026;QTE
33529;Base Carbone V23.7;0,601;kgCO2e/kg de poids net;1;Agribalyse,pains,produits céréaliers,Pain au son;Pain au son;;;France continentale;Achats de biens;Produits agro-alimentaires, plats préparés et boissons;Produits céréaliers;Pains et viennoiseries;;04/03/2021;17/05/2024;31/12/2023;QTE
41209;Base Carbone V23.7;0,63;kgCO2e/kg de poids net;1;Agribalyse,Pain au son,pains et viennoiseries;Pain au son;;;France continentale;Achats de biens;Produits agro-alimentaires, plats préparés et boissons;Produits céréaliers;Pains et viennoiseries;;16/03/2023;21/07/2025;24/02/2026;QTE
45802;Base Carbone V23.7;0,714;kgCO2e/kg de poids net;1;;Pain au son;;;France continentale;Achats de biens;Produits agro-alimentaires, plats préparés et boissons;Produits céréaliers;Pains et viennoiseries;;21/07/2025;21/07/2025;Année 2026;QTE
